,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
888,BZ65376,Arizona,8581.278701,No,Extended,Bachelor,1/18/11,Medical Leave,M,27689,Suburban,Married,239,0,72,2,1,Personal Auto,Personal L2,Offer2,Web,2893.239678,Luxury SUV,Medsize
4216,LU95652,Oregon,7305.936433,No,Extended,College,1/30/11,Employed,M,83221,Rural,Married,91,21,63,0,3,Personal Auto,Personal L3,Offer4,Web,14.386157,Four-Door Car,Medsize
3882,DC37886,Arizona,24338.51185,No,Basic,High School or Below,2/23/11,Employed,F,73692,Rural,Married,67,1,10,0,2,Personal Auto,Personal L1,Offer2,Branch,24.843535,Two-Door Car,Medsize
1790,SL70257,Nevada,5872.958817,No,Basic,College,4/2/2011,Employed,F,77156,Suburban,Divorced,73,30,39,0,7,Personal Auto,Personal L2,Offer1,Branch,445.817914,Four-Door Car,Small
6500,TW11712,Arizona,4574.924641,No,Basic,Master,1/15/11,Employed,M,32906,Suburban,Single,115,18,17,0,1,Personal Auto,Personal L3,Offer1,Branch,552.0,SUV,Medsize
6396,CY30418,Washington,5783.175676,No,Basic,College,1/1/2011,Employed,M,72354,Rural,Divorced,73,9,10,0,8,Personal Auto,Personal L3,Offer1,Agent,13.949992,Four-Door Car,Medsize
5722,TO29918,California,3833.066768,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Divorced,116,34,82,2,1,Personal Auto,Personal L2,Offer1,Agent,1397.954723,Sports Car,Medsize
176,RU49126,Washington,4465.335703,No,Basic,College,1/2/2011,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize
4652,JD78271,Nevada,8317.302513,No,Basic,College,1/18/11,Employed,F,64367,Rural,Married,104,2,14,0,9,Personal Auto,Personal L2,Offer3,Call Center,96.431061,SUV,Medsize
673,ZC32510,Arizona,9339.341599,No,Premium,High School or Below,2/22/11,Employed,M,69442,Suburban,Married,118,26,6,3,3,Personal Auto,Personal L1,Offer3,Branch,1265.570302,Four-Door Car,Small
6455,XH72888,Arizona,15956.02945,No,Extended,High School or Below,1/21/11,Employed,M,36354,Suburban,Married,202,34,28,0,9,Corporate Auto,Corporate L2,Offer3,Agent,1454.4,Luxury SUV,Small
8829,ZA60820,California,2409.003095,No,Basic,High School or Below,1/14/11,Unemployed,M,0,Suburban,Single,67,7,72,0,1,Personal Auto,Personal L2,Offer2,Call Center,482.4,Two-Door Car,Medsize
8633,IJ36435,California,5811.61185,No,Extended,College,1/24/11,Unemployed,F,0,Urban,Married,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize
5159,RQ99149,California,2748.851081,No,Basic,Master,1/14/11,Employed,M,32437,Suburban,Married,69,4,73,0,1,Corporate Auto,Corporate L2,Offer2,Branch,473.361602,Two-Door Car,Medsize
3872,AW17574,Nevada,9435.540893,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,Divorced,129,13,19,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,628.366119,SUV,Large
8741,EY49684,California,2309.876793,No,Basic,Bachelor,2/25/11,Unemployed,F,0,Rural,Divorced,61,16,57,0,1,Personal Auto,Personal L3,Offer1,Agent,32.454659,Four-Door Car,Medsize
8246,LP69867,Oregon,2851.645994,No,Extended,High School or Below,12/1/2011,Unemployed,M,0,Suburban,Single,82,15,82,0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,Four-Door Car,Medsize
4377,HB70063,Washington,4312.769798,No,Basic,College,1/30/11,Employed,M,43386,Urban,Single,111,17,35,0,1,Personal Auto,Personal L1,Offer1,Call Center,413.002348,SUV,Medsize
6360,FH81409,California,8152.244431,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,79,19,70,0,2,Personal Auto,Personal L1,Offer1,Agent,568.8,Four-Door Car,Small
4577,VK57280,Washington,4727.354548,No,Basic,Bachelor,3/1/2011,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize
2997,UO16539,Washington,8439.615236,No,Basic,Bachelor,1/26/11,Employed,M,22454,Suburban,Single,110,5,75,2,3,Personal Auto,Personal L3,Offer2,Agent,556.097027,SUV,Medsize
3388,CN22369,California,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Special Auto,Special L3,Offer2,Web,340.8,Four-Door Car,Medsize
5755,RA61917,Washington,8029.715047,No,Basic,High School or Below,1/24/11,Employed,F,76081,Suburban,Single,68,14,3,0,2,Personal Auto,Personal L2,Offer2,Branch,384.210821,Four-Door Car,Medsize
2830,QV30663,Nevada,9863.502214,No,Extended,Master,2/28/11,Employed,F,99654,Rural,Married,121,13,95,0,3,Personal Auto,Personal L3,Offer3,Call Center,272.788141,SUV,Medsize
2987,PE63707,Nevada,5452.171237,No,Basic,Bachelor,1/2/2011,Employed,M,88567,Suburban,Married,67,9,89,0,9,Personal Auto,Personal L2,Offer1,Web,321.6,Four-Door Car,Medsize
8328,XG66314,California,12465.92416,No,Basic,College,1/15/11,Employed,M,33604,Urban,Married,105,5,80,0,2,Personal Auto,Personal L3,Offer1,Branch,357.618596,SUV,Medsize
3662,OM70085,Oregon,8586.528213,No,Extended,Bachelor,7/2/2011,Unemployed,F,0,Suburban,Single,83,29,13,0,2,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize
1020,CH85444,Oregon,4145.711862,No,Premium,College,1/25/11,Disabled,M,25943,Suburban,Married,110,26,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1067.333126,Two-Door Car,Small
1677,CV72453,Oregon,4512.204391,No,Extended,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,125,6,44,0,1,Corporate Auto,Corporate L3,Offer1,Agent,900.0,SUV,Small
646,NX18774,Oregon,8415.684559,No,Basic,Bachelor,3/1/2011,Employed,M,55308,Suburban,Divorced,107,17,74,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,513.6,SUV,Medsize
242,UW32074,Oregon,4605.265164,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small
3266,IQ95180,Oregon,5651.396772,No,Basic,Bachelor,1/19/11,Employed,M,44634,Suburban,Married,71,16,99,1,9,Personal Auto,Personal L3,Offer1,Branch,396.035334,Four-Door Car,Small
5028,RZ14993,California,11572.10339,No,Premium,High School or Below,1/29/11,Unemployed,F,0,Suburban,Single,166,4,49,0,4,Special Auto,Special L3,Offer1,Agent,1195.2,Sports Car,Medsize
9103,CZ57208,California,15245.25495,No,Basic,Bachelor,1/1/2011,Employed,F,30205,Suburban,Single,195,24,1,0,4,Personal Auto,Personal L3,Offer1,Agent,1329.957905,Luxury SUV,Large
2943,IP94270,Arizona,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize
8905,YP72749,California,2449.789611,No,Basic,Bachelor,2/16/11,Employed,F,44662,Urban,Single,63,3,51,1,1,Corporate Auto,Corporate L1,Offer1,Agent,165.098152,Four-Door Car,Medsize
2334,EY74093,Nevada,5004.135361,No,Basic,High School or Below,2/21/11,Employed,M,86834,Rural,Single,64,2,93,0,8,Corporate Auto,Corporate L1,Offer4,Agent,0.099007,Four-Door Car,Medsize
4786,BM30720,Nevada,7341.794924,No,Basic,High School or Below,3/2/2011,Employed,F,27649,Suburban,Single,63,3,63,0,2,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Small
3783,YU79270,Arizona,4633.336334,No,Basic,College,1/15/11,Medical Leave,M,27132,Suburban,Single,63,32,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize
5547,VT87641,Washington,6646.749298,No,Extended,Bachelor,2/16/11,Employed,F,95815,Suburban,Married,82,6,95,0,3,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Small
3321,IC12985,Arizona,4579.605586,No,Premium,Bachelor,1/13/11,Employed,M,40160,Suburban,Married,118,7,48,1,1,Personal Auto,Personal L2,Offer2,Call Center,566.4,Four-Door Car,Small
1118,ZR20842,Arizona,5113.874718,No,Extended,College,1/23/11,Employed,M,94415,Urban,Married,127,6,53,1,1,Personal Auto,Personal L1,Offer1,Branch,492.770321,Sports Car,Medsize
6850,PZ75671,Oregon,7223.689647,No,Extended,College,1/28/11,Unemployed,F,0,Suburban,Married,97,31,58,0,3,Personal Auto,Personal L1,Offer1,Web,465.6,Four-Door Car,Medsize
8975,XP61922,California,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L3,Offer2,Web,61.769564,Four-Door Car,Medsize
7668,CL97519,California,4683.443348,No,Extended,College,10/2/2011,Employed,M,25187,Suburban,Married,121,8,79,0,1,Personal Auto,Personal L3,Offer3,Call Center,580.8,SUV,Medsize
7132,CE17855,Oregon,3238.929524,No,Extended,Master,2/1/2011,Employed,F,68745,Suburban,Married,80,5,42,0,1,Personal Auto,Personal L3,Offer4,Branch,473.613006,Four-Door Car,Medsize
6483,YQ98465,California,26197.41498,Yes,Basic,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10,15,0,2,Personal Auto,Personal L3,Offer1,Branch,542.4,SUV,Large
2832,BX51438,Arizona,2781.446975,No,Basic,Bachelor,2/23/11,Employed,M,56218,Urban,Married,72,17,74,2,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize
6745,LZ78622,California,6529.911496,No,Extended,High School or Below,9/1/2011,Employed,M,44379,Suburban,Married,83,10,12,1,8,Special Auto,Special L3,Offer2,Call Center,398.4,Four-Door Car,Medsize
7516,GI55977,Oregon,2337.35182,No,Basic,High School or Below,2/23/11,Medical Leave,F,28806,Suburban,Married,61,13,90,0,1,Personal Auto,Personal L1,Offer2,Call Center,292.8,Four-Door Car,Small
6004,LW50691,Nevada,9555.169159,No,Premium,College,2/1/2011,Employed,F,96269,Rural,Divorced,118,2,52,0,8,Personal Auto,Personal L2,Offer2,Web,58.776508,Four-Door Car,Medsize
1768,TF82172,Arizona,4016.132772,No,Basic,College,5/1/2011,Medical Leave,M,10074,Rural,Married,107,33,42,0,1,Corporate Auto,Corporate L1,Offer2,Web,108.995934,SUV,Medsize
7194,YQ98322,Oregon,5290.666331,No,Basic,Bachelor,4/1/2011,Employed,M,36791,Suburban,Divorced,68,26,62,0,3,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
7492,YY58769,Arizona,2570.162134,No,Basic,Bachelor,11/1/2011,Employed,M,58498,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small
6346,VV81837,Oregon,4928.648668,No,Extended,High School or Below,2/15/11,Employed,M,52507,Suburban,Married,123,23,55,0,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize
2580,DN10177,California,4547.162694,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,67,26,4,0,3,Personal Auto,Personal L1,Offer1,Call Center,321.6,Two-Door Car,Medsize
88,CJ15590,Oregon,2695.182419,No,Basic,Bachelor,1/2/2011,Employed,F,32720,Suburban,Divorced,67,13,12,0,1,Personal Auto,Personal L2,Offer3,Branch,321.6,Four-Door Car,Medsize
1675,JC45487,Washington,5639.941974,Yes,Basic,High School or Below,10/1/2011,Employed,M,73168,Suburban,Married,70,21,50,0,3,Personal Auto,Personal L2,Offer2,Agent,425.800112,Four-Door Car,Medsize
5604,LK40971,California,7451.49202,No,Basic,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,107,6,63,0,8,Personal Auto,Personal L3,Offer1,Agent,770.4,SUV,Medsize
958,UN37063,Arizona,4525.365839,No,Basic,Bachelor,1/31/11,Medical Leave,M,10269,Urban,Single,65,12,5,0,3,Personal Auto,Personal L1,Offer1,Agent,170.798204,Two-Door Car,Medsize
2951,HZ25580,Washington,2396.192355,No,Basic,High School or Below,1/31/11,Employed,F,39062,Suburban,Divorced,61,2,20,0,1,Corporate Auto,Corporate L3,Offer2,Agent,346.991025,Two-Door Car,Medsize
7397,QS23134,Arizona,12504.49422,No,Premium,College,1/22/11,Employed,M,33746,Suburban,Married,106,29,23,0,2,Personal Auto,Personal L2,Offer2,Call Center,508.8,Two-Door Car,Medsize
8158,WI86229,Oregon,7807.216137,No,Extended,Master,1/24/11,Employed,M,52162,Urban,Divorced,99,1,63,0,4,Personal Auto,Personal L2,Offer1,Agent,251.152889,Two-Door Car,Large
1674,TH68362,California,2374.80917,No,Basic,College,1/1/2011,Unemployed,F,0,Suburban,Married,64,2,52,0,1,Corporate Auto,Corporate L3,Offer3,Agent,380.822087,Four-Door Car,Medsize
3535,RI52095,Washington,7610.540153,No,Basic,High School or Below,2/2/2011,Employed,M,51878,Suburban,Single,66,10,16,1,2,Personal Auto,Personal L3,Offer2,Branch,316.8,Four-Door Car,Medsize
1603,LT89398,California,3420.452207,No,Extended,High School or Below,1/13/11,Unemployed,M,0,Suburban,Married,92,2,38,0,1,Personal Auto,Personal L2,Offer4,Web,441.6,Four-Door Car,Small
1944,TO34442,Washington,5532.863336,No,Basic,College,2/23/11,Employed,M,59768,Suburban,Married,71,6,93,1,3,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small
5599,WK24299,California,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize
7382,GQ26671,California,2241.108638,No,Basic,High School or Below,6/2/2011,Unemployed,F,0,Suburban,Single,63,5,7,0,1,Personal Auto,Personal L2,Offer2,Call Center,453.6,Two-Door Car,Medsize
3879,TK13024,Oregon,4408.071476,No,Basic,College,3/2/2011,Employed,M,80640,Urban,Married,111,2,84,0,1,Personal Auto,Personal L3,Offer2,Web,313.270725,SUV,Medsize
857,XN41715,California,7396.283653,No,Extended,Master,2/19/11,Employed,F,71135,Urban,Married,92,11,64,1,3,Personal Auto,Personal L3,Offer1,Branch,270.563995,Four-Door Car,Medsize
4581,ZJ90079,Arizona,5525.470004,No,Basic,College,1/2/2011,Employed,F,64816,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small
5860,MT27589,Oregon,7840.165778,Yes,Extended,College,1/14/11,Employed,M,58414,Suburban,Single,210,7,24,2,1,Corporate Auto,Corporate L1,Offer2,Agent,1008.0,Luxury SUV,Small
6541,OU40102,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L1,Offer1,Agent,451.670309,Two-Door Car,Small
7770,EB86696,California,4755.36505,No,Basic,Bachelor,1/2/2011,Employed,M,21808,Suburban,Married,119,0,71,0,1,Special Auto,Special L3,Offer2,Call Center,571.2,SUV,Medsize
8017,LX77880,Oregon,4855.773614,No,Basic,Bachelor,7/2/2011,Employed,F,24149,Suburban,Married,61,15,10,0,3,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small
6905,TX35222,Washington,11618.55713,No,Premium,College,7/1/2011,Employed,F,27750,Suburban,Married,297,28,25,1,1,Personal Auto,Personal L2,Offer1,Branch,1425.6,Luxury Car,Medsize
7100,UW90223,California,2363.295991,No,Basic,Bachelor,2/27/11,Employed,F,27839,Suburban,Married,65,20,54,5,1,Personal Auto,Personal L1,Offer3,Agent,312.0,Two-Door Car,Small
6494,JG74360,Arizona,4558.972934,No,Basic,College,2/2/2011,Employed,M,37709,Suburban,Married,116,19,39,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,556.8,SUV,Medsize
6640,FC46260,California,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L2,Offer2,Web,261.930545,Two-Door Car,Medsize
4999,BL13393,Oregon,5897.986595,No,Basic,High School or Below,2/20/11,Employed,F,77835,Rural,Divorced,74,2,30,1,4,Personal Auto,Personal L3,Offer3,Web,43.618784,Four-Door Car,Medsize
4012,XF83901,Arizona,3692.583567,No,Premium,College,12/1/2011,Unemployed,F,0,Suburban,Single,105,28,69,0,1,Personal Auto,Personal L2,Offer1,Branch,756.0,Four-Door Car,Large
6646,KW84736,California,2691.596929,No,Basic,College,8/1/2011,Employed,M,33104,Suburban,Married,70,10,23,1,1,Personal Auto,Personal L3,Offer2,Agent,336.0,Two-Door Car,Small
610,OB96537,Oregon,5946.670679,No,Basic,Master,2/22/11,Employed,M,81139,Suburban,Divorced,74,22,69,0,3,Special Auto,Special L2,Offer1,Web,392.6364,Four-Door Car,Medsize
2122,BH43379,Oregon,3147.973444,No,Extended,Bachelor,2/1/2011,Employed,F,29698,Urban,Divorced,83,17,89,2,1,Personal Auto,Personal L3,Offer3,Branch,215.884804,Four-Door Car,Large
8985,UV44323,California,4903.131185,No,Extended,College,6/1/2011,Unemployed,F,0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large
3411,GF97506,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9,8,0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize
685,DL36983,Oregon,8495.164213,No,Premium,High School or Below,1/24/11,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Personal L3,Offer1,Agent,615.27228,Two-Door Car,Medsize
7568,UE13511,Oregon,2563.582441,No,Basic,High School or Below,2/1/2011,Unemployed,F,0,Suburban,Married,69,11,60,0,1,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small
3150,NU64028,Nevada,12265.60041,No,Basic,Bachelor,1/1/2011,Employed,M,35693,Suburban,Divorced,103,8,63,0,2,Personal Auto,Personal L1,Offer1,Branch,494.4,Sports Car,Small
4467,VP48253,Arizona,5100.737803,No,Basic,High School or Below,12/2/2011,Employed,M,41186,Urban,Single,70,15,29,4,3,Personal Auto,Personal L3,Offer1,Agent,242.320409,Four-Door Car,Medsize
2718,FA57012,California,6141.961623,No,Basic,College,2/17/11,Unemployed,M,0,Suburban,Single,182,24,45,0,1,Special Auto,Special L2,Offer3,Branch,1310.4,Luxury Car,Small
2511,YI89801,California,2570.235172,No,Basic,High School or Below,2/17/11,Employed,F,49304,Suburban,Single,65,28,48,0,1,Corporate Auto,Corporate L2,Offer1,Agent,312.0,Four-Door Car,Medsize
6515,NU61528,Washington,3023.887488,No,Extended,Doctor,1/17/11,Disabled,M,28383,Urban,Single,81,11,20,0,1,Personal Auto,Personal L2,Offer1,Branch,258.109435,Four-Door Car,Medsize
7247,RE73564,Oregon,11533.47722,No,Extended,Bachelor,2/14/11,Employed,F,41098,Urban,Married,96,3,15,0,2,Personal Auto,Personal L1,Offer1,Branch,250.058657,Two-Door Car,Medsize
3693,KS98084,California,5069.071361,No,Basic,Master,7/2/2011,Employed,F,50363,Rural,Married,63,24,40,0,8,Personal Auto,Personal L3,Offer3,Agent,12.744774,Four-Door Car,Medsize
2365,NF90665,Oregon,5143.88351,No,Basic,Bachelor,5/2/2011,Employed,M,39268,Urban,Married,66,30,96,1,9,Personal Auto,Personal L1,Offer1,Agent,188.870427,Four-Door Car,Medsize
3570,RZ97514,Oregon,7498.824515,No,Basic,Master,1/27/11,Unemployed,F,0,Suburban,Married,66,5,17,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize
7640,DO20853,Oregon,4775.475851,No,Extended,High School or Below,1/30/11,Disabled,F,14254,Suburban,Married,124,21,16,0,1,Corporate Auto,Corporate L1,Offer3,Branch,595.2,SUV,Large
1499,NP88496,Nevada,20455.24946,No,Basic,High School or Below,5/1/2011,Unemployed,F,0,Suburban,Married,67,28,72,0,2,Personal Auto,Personal L3,Offer3,Agent,482.4,Four-Door Car,Large
8423,JL25091,California,4599.759229,No,Premium,Bachelor,2/27/11,Employed,M,79284,Rural,Single,117,9,59,1,1,Special Auto,Special L2,Offer3,Agent,156.452827,Four-Door Car,Medsize
5648,EM39400,Nevada,2840.302575,No,Basic,Bachelor,2/27/11,Employed,M,79181,Urban,Divorced,72,1,24,0,1,Personal Auto,Personal L3,Offer2,Branch,241.277426,Four-Door Car,Medsize
1001,AS55677,California,8338.995787,No,Premium,High School or Below,1/15/11,Employed,F,70534,Rural,Divorced,104,31,71,0,3,Personal Auto,Personal L2,Offer3,Branch,54.065538,Four-Door Car,Medsize
8582,UC83161,California,6106.468745,No,Premium,High School or Below,4/1/2011,Employed,F,60234,Rural,Married,152,14,98,0,1,Personal Auto,Personal L2,Offer3,Web,136.217066,SUV,Medsize
7862,DK92014,Arizona,4254.620669,Yes,Basic,High School or Below,3/2/2011,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L3,Offer1,Web,292.8,Two-Door Car,Small
8814,NF78904,California,7370.61684,No,Basic,Bachelor,12/1/2011,Employed,F,67871,Rural,Married,61,1,21,0,2,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,Four-Door Car,Medsize
836,FG91922,Arizona,40224.01359,No,Basic,Master,7/2/2011,Employed,M,48587,Suburban,Married,111,7,14,0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize
8601,QZ34525,California,6993.380588,No,Basic,Bachelor,2/21/11,Unemployed,M,0,Suburban,Single,66,7,59,0,2,Personal Auto,Personal L3,Offer1,Agent,439.701118,Four-Door Car,Medsize
3218,HX72126,Nevada,21112.53624,No,Extended,Bachelor,2/22/11,Unemployed,F,0,Rural,Married,81,12,59,0,2,Personal Auto,Personal L3,Offer3,Branch,136.848554,Four-Door Car,Medsize
1070,MY31220,California,8997.040244,No,Premium,College,1/15/11,Employed,F,54230,Suburban,Married,112,10,21,0,9,Personal Auto,Personal L2,Offer2,Agent,537.6,Two-Door Car,Medsize
3264,ID40186,Oregon,12904.94336,No,Premium,Bachelor,2/27/11,Employed,F,27778,Suburban,Divorced,109,30,14,0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Large
7846,OG30514,Nevada,20018.20459,No,Basic,Bachelor,1/1/2011,Employed,F,65900,Suburban,Married,62,17,41,0,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize
7878,NN51066,Oregon,2886.451602,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L2,Offer2,Agent,486.278557,Four-Door Car,Large
5761,AY43037,Oregon,14708.99565,No,Basic,High School or Below,2/18/11,Employed,M,36670,Suburban,Single,189,30,44,0,3,Corporate Auto,Corporate L3,Offer1,Branch,907.2,Luxury Car,Medsize
8650,IC74050,California,6153.394838,No,Premium,High School or Below,1/19/11,Disabled,F,23939,Suburban,Married,160,33,78,1,1,Personal Auto,Personal L2,Offer1,Call Center,768.0,SUV,Medsize
5801,KP68957,California,2544.337548,No,Basic,Bachelor,4/2/2011,Employed,F,41059,Rural,Married,64,6,12,0,1,Corporate Auto,Corporate L3,Offer2,Branch,151.670029,Four-Door Car,Medsize
